review_id,dex,family_anchor,family_line,source_id,base_pokemon,variant,source,group,kind,type1,type2,asset_state,suggested_mercury_classification,suggested_acquisition,locked_status,approval,notes
R0090,65,63,#0063 Abra → #0064 Kadabra → #0065 Alakazam,ER-1722,Alakazam,Alakazam Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Dark,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0091,65,63,#0063 Abra → #0064 Kadabra → #0065 Alakazam,ER-1550,Alakazam,Alakazam Mega Redux,Elite Redux,06 Elite Redux - Redux Megas,Mega,Dark,,4-view complete,Mega Delta,Mega Evolution of the corresponding Delta form,REVIEW,PENDING,
R0092,65,63,#0063 Abra → #0064 Kadabra → #0065 Alakazam,PR-0065,Alakazam,Platinum Redux Alakazam,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Psychic,Fire,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0093,65,63,#0063 Abra → #0064 Kadabra → #0065 Alakazam,CPF-0029,Alakazam,Alakazam — Alternate (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Psychic,Ice,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0094,65,63,#0063 Abra → #0064 Kadabra → #0065 Alakazam,CPF-0030,Alakazam,Alakazam — Mega Alternate (Form 3),Reborn / Plates of Arceus,02 Reborn - Explicit Megas,Mega,Psychic,Ice,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0095,66,66,#0066 Machop → #0067 Machoke → #0068 Machamp,ER-1741,Machop,Machop Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Fighting,Dragon,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0096,67,66,#0066 Machop → #0067 Machoke → #0068 Machamp,ER-1742,Machoke,Machoke Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Fighting,Dragon,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0097,68,66,#0066 Machop → #0067 Machoke → #0068 Machamp,ER-1743,Machamp,Machamp Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Fighting,Dragon,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0098,68,66,#0066 Machop → #0067 Machoke → #0068 Machamp,ER-1510,Machamp,Machamp Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Fighting,,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0099,68,66,#0066 Machop → #0067 Machoke → #0068 Machamp,ER-1552,Machamp,Machamp Mega Redux,Elite Redux,06 Elite Redux - Redux Megas,Mega,Fighting,Dragon,4-view complete,Mega Delta,Mega Evolution of the corresponding Delta form,REVIEW,PENDING,
R0100,68,66,#0066 Machop → #0067 Machoke → #0068 Machamp,PR-0068,Machamp,Platinum Redux Machamp,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Fighting,Rock,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0101,69,69,#0069 Bellsprout → #0070 Weepinbell → #0071 Victreebel,ER-1693,Bellsprout,Bellsprout Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Grass,Ice,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0102,70,69,#0069 Bellsprout → #0070 Weepinbell → #0071 Victreebel,ER-1694,Weepinbell,Weepinbell Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Grass,Ice,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0103,71,69,#0069 Bellsprout → #0070 Weepinbell → #0071 Victreebel,ER-1695,Victreebel,Victreebel Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Grass,Ice,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0104,71,69,#0069 Bellsprout → #0070 Weepinbell → #0071 Victreebel,PR-0071,Victreebel,Platinum Redux Victreebel,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Grass,Ghost,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0105,74,74,#0074 Geodude → #0075 Graveler → #0076 Golem,CPF-0031,Geodude,Geodude — BlueTowel Alternate forms (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Rock,Fire,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0106,75,74,#0074 Geodude → #0075 Graveler → #0076 Golem,CPF-0032,Graveler,Graveler — BlueTowel Alternate forms (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Rock,Fire,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0107,76,74,#0074 Geodude → #0075 Graveler → #0076 Golem,CPF-0033,Golem,Golem — BlueTowel Alternate forms (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Rock,Fire,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0108,77,77,#0077 Ponyta → #0078 Rapidash,CPF-0034,Ponyta,Ponyta — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Fire,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0109,78,77,#0077 Ponyta → #0078 Rapidash,ER-1569,Rapidash,Rapidash Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Fire,Electric,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0110,78,77,#0077 Ponyta → #0078 Rapidash,ER-1570,Rapidash,Rapidash Mega Galarian,Elite Redux,04 Elite Redux - Standard Megas,Mega,Psychic,Fairy,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0111,78,77,#0077 Ponyta → #0078 Rapidash,PR-0078,Rapidash,Platinum Redux Rapidash,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Fire,Electric,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0112,78,77,#0077 Ponyta → #0078 Rapidash,CPF-0035,Rapidash,Rapidash — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Fire,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0113,80,79,#0079 Slowpoke → #0080 Slowbro → #0199 Slowking,ER-1631,Slowbro,Slowbro Mega Galarian,Elite Redux,04 Elite Redux - Standard Megas,Mega,Poison,Psychic,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0114,80,79,#0079 Slowpoke → #0080 Slowbro → #0199 Slowking,CPF-0037,Slowbro,Slowbro — BlueTowel Alternate forms (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Fire,Water,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0115,80,79,#0079 Slowpoke → #0080 Slowbro → #0199 Slowking,CPF-0039,Slowbro,Slowbro — BlueTowel Alternate forms (Form 4),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Poison,Psychic,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0116,80,79,#0079 Slowpoke → #0080 Slowbro → #0199 Slowking,CPF-0040,Slowbro,Slowbro — BlueTowel Alternate forms (Form 5),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Poison,Psychic,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0117,80,79,#0079 Slowpoke → #0080 Slowbro → #0199 Slowking,CPF-0038,Slowbro,Slowbro — Mega Alt Form (Form 3),Reborn / Plates of Arceus,02 Reborn - Explicit Megas,Mega,Fire,Water,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0118,199,79,#0079 Slowpoke → #0080 Slowbro → #0199 Slowking,ER-1548,Slowking,Slowking Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Psychic,,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0119,199,79,#0079 Slowpoke → #0080 Slowbro → #0199 Slowking,ER-1632,Slowking,Slowking Mega Galarian,Elite Redux,04 Elite Redux - Standard Megas,Mega,Poison,Psychic,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0120,199,79,#0079 Slowpoke → #0080 Slowbro → #0199 Slowking,PR-0199,Slowking,Platinum Redux Slowking,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Water,Bug,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0121,199,79,#0079 Slowpoke → #0080 Slowbro → #0199 Slowking,CPF-0107,Slowking,Slowking — BlueTowel Alternate forms (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Fire,Water,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0122,462,81,#0081 Magnemite → #0082 Magneton → #0462 Magnezone,BP-MEGA-009,Magnezone,Mega Magnezone,Banished Platinum / Original Megas,07 Banished Platinum - Original Megas,Mega,,,Front + back only,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0123,462,81,#0081 Magnemite → #0082 Magneton → #0462 Magnezone,ER-1543,Magnezone,Magnezone Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Electric,Steel,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0124,83,83,#0083 Farfetch'd,PR-0083,Farfetch'd,Platinum Redux Farfetch'd,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Fighting,Flying,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0125,83,83,#0083 Farfetch'd,CPF-0041,Farfetch'd,Farfetch'd — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Fighting,,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0126,84,84,#0084 Doduo → #0085 Dodrio,ER-1765,Doduo,Doduo Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Poison,Dark,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0127,84,84,#0084 Doduo → #0085 Dodrio,CPF-0043,Doduo,Doduo — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Ground,Flying,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0128,85,84,#0084 Doduo → #0085 Dodrio,ER-1766,Dodrio,Dodrio Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Dark,Poison,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0129,85,84,#0084 Doduo → #0085 Dodrio,PR-0085,Dodrio,Platinum Redux Dodrio,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Ground,Flying,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0130,85,84,#0084 Doduo → #0085 Dodrio,CPF-0044,Dodrio,Dodrio — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Ground,Flying,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0131,86,86,#0086 Seel → #0087 Dewgong,ER-1831,Seel,Seel Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Ice,Dragon,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0132,87,86,#0086 Seel → #0087 Dewgong,ER-1832,Dewgong,Dewgong Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Ice,Dragon,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0133,87,86,#0086 Seel → #0087 Dewgong,ER-1710,Dewgong,Kecleong,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Ice,Normal,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0134,87,86,#0086 Seel → #0087 Dewgong,ER-1515,Dewgong,Dewgong Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Water,Ice,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0135,87,86,#0086 Seel → #0087 Dewgong,PR-0087,Dewgong,Platinum Redux Dewgong,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Ground,Ice,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0136,89,88,#0088 Grimer → #0089 Muk,PR-0089,Muk,Platinum Redux Muk,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Poison,Psychic,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0137,90,90,#0090 Shellder → #0091 Cloyster,PR-0090,Shellder,Platinum Redux Shellder,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Grass,Steel,Normal + shiny front/back converted from NDS,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0138,91,90,#0090 Shellder → #0091 Cloyster,PR-0091,Cloyster,Platinum Redux Cloyster,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Grass,Steel,Normal + shiny front/back converted from NDS,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0139,92,92,#0092 Gastly → #0093 Haunter → #0094 Gengar,CPF-0045,Gastly,Gastly — Alternate (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Ghost,Dark,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0140,93,92,#0092 Gastly → #0093 Haunter → #0094 Gengar,CPF-0046,Haunter,Haunter — Alternate (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Ghost,Dark,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0141,94,92,#0092 Gastly → #0093 Haunter → #0094 Gengar,ER-1594,Gengar,Gengar Mega X,Elite Redux,04 Elite Redux - Standard Megas,Mega,Ghost,Poison,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0142,94,92,#0092 Gastly → #0093 Haunter → #0094 Gengar,CPF-0047,Gengar,Gengar — Alternate (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Ghost,Dark,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0143,94,92,#0092 Gastly → #0093 Haunter → #0094 Gengar,CPF-0048,Gengar,Gengar — Alternate (Form 3),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Ghost,Dark,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0144,95,95,#0095 Onix → #0208 Steelix,CPF-0049,Onix,Onix — Alternate (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Rock,Flying,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0145,208,95,#0095 Onix → #0208 Steelix,CPF-0117,Steelix,Steelix — Alternate (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Steel,Ground,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0146,208,95,#0095 Onix → #0208 Steelix,CPF-0118,Steelix,Steelix — Alternate Mega (Form 3),Reborn / Plates of Arceus,02 Reborn - Explicit Megas,Mega,Steel,Flying,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0147,96,96,#0096 Drowzee → #0097 Hypno,CPF-0050,Drowzee,Drowzee — Alternate (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Psychic,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0148,97,96,#0096 Drowzee → #0097 Hypno,PR-0097,Hypno,Platinum Redux Hypno,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Psychic,Normal,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
